id_voo,id_funcionario,funcao_no_voo
16889,472,Comandante
16889,28,Comissário Chefe
8895,691,Comandante
8895,388,Comissário Chefe
15828,798,Comandante
15828,599,Comissário Chefe
17230,268,Comandante
17230,562,Comissário Chefe
5080,701,Comandante
5080,524,Comissário Chefe
8163,188,Comandante
8163,71,Comissário Chefe
8343,490,Comandante
8343,695,Comissário Chefe
8374,191,Comandante
8374,240,Comissário Chefe
1370,297,Comandante
1370,349,Comissário Chefe
11255,148,Comandante
11255,721,Comissário Chefe
1895,755,Comandante
1895,101,Comissário Chefe
6437,409,Comandante
6437,343,Comissário Chefe
1242,748,Comandante
1242,720,Comissário Chefe
16459,748,Comandante
16459,460,Comissário Chefe
4673,3,Comandante
4673,544,Comissário Chefe
506,582,Comandante
506,433,Comissário Chefe
820,312,Comandante
820,368,Comissário Chefe
2736,764,Comandante
2736,620,Comissário Chefe
6330,522,Comandante
6330,260,Comissário Chefe
15862,161,Comandante
15862,769,Comissário Chefe
1763,105,Comandante
1763,381,Comissário Chefe
103,691,Comandante
103,100,Comissário Chefe
11195,617,Comandante
11195,130,Comissário Chefe
2750,409,Comandante
2750,88,Comissário Chefe
10126,516,Comandante
10126,715,Comissário Chefe
14584,664,Comandante
14584,19,Comissário Chefe
2855,180,Comandante
2855,444,Comissário Chefe
6061,297,Comandante
6061,633,Comissário Chefe
13323,84,Comandante
13323,481,Comissário Chefe
16982,663,Comandante
16982,57,Comissário Chefe
16807,580,Comandante
16807,37,Comissário Chefe
228,269,Comandante
228,179,Comissário Chefe
3961,798,Comandante
3961,65,Comissário Chefe
12313,32,Comandante
12313,131,Comissário Chefe
9540,247,Comandante
9540,258,Comissário Chefe
7464,701,Comandante
7464,59,Comissário Chefe
5029,765,Comandante
5029,266,Comissário Chefe
11853,92,Comandante
11853,143,Comissário Chefe
3400,275,Comandante
3400,48,Comissário Chefe
10177,663,Comandante
10177,443,Comissário Chefe
10599,457,Comandante
10599,47,Comissário Chefe
8665,272,Comandante
8665,662,Comissário Chefe
4345,765,Comandante
4345,40,Comissário Chefe
2983,657,Comandante
2983,350,Comissário Chefe
13749,507,Comandante
13749,344,Comissário Chefe
4903,424,Comandante
4903,449,Comissário Chefe
8546,521,Comandante
8546,769,Comissário Chefe
9269,699,Comandante
9269,80,Comissário Chefe
6898,273,Comandante
6898,728,Comissário Chefe
7262,145,Comandante
7262,572,Comissário Chefe
8313,557,Comandante
8313,183,Comissário Chefe
11240,438,Comandante
11240,65,Comissário Chefe
6162,269,Comandante
6162,662,Comissário Chefe
6826,148,Comandante
6826,443,Comissário Chefe
7412,99,Comandante
7412,671,Comissário Chefe
344,582,Comandante
344,107,Comissário Chefe
5630,659,Comandante
5630,238,Comissário Chefe
8958,275,Comandante
8958,347,Comissário Chefe
11764,474,Comandante
11764,707,Comissário Chefe
6597,297,Comandante
6597,581,Comissário Chefe
6751,677,Comandante
6751,632,Comissário Chefe
6906,29,Comandante
6906,298,Comissário Chefe
14451,272,Comandante
14451,129,Comissário Chefe
12329,163,Comandante
12329,753,Comissário Chefe
8707,158,Comandante
8707,350,Comissário Chefe
2545,543,Comandante
2545,671,Comissário Chefe
8240,743,Comandante
8240,388,Comissário Chefe
3971,718,Comandante
3971,796,Comissário Chefe
4995,657,Comandante
4995,336,Comissário Chefe
15220,13,Comandante
15220,483,Comissário Chefe
15552,533,Comandante
15552,585,Comissário Chefe
10693,265,Comandante
10693,391,Comissário Chefe
6777,601,Comandante
6777,240,Comissário Chefe
8976,111,Comandante
8976,502,Comissário Chefe
8924,681,Comandante
8924,246,Comissário Chefe
15968,712,Comandante
15968,574,Comissário Chefe
5843,254,Comandante
5843,251,Comissário Chefe
2909,475,Comandante
2909,779,Comissário Chefe
12441,664,Comandante
12441,250,Comissário Chefe
7999,714,Comandante
7999,596,Comissário Chefe
14854,63,Comandante
14854,479,Comissário Chefe
11484,586,Comandante
11484,369,Comissário Chefe
17332,525,Comandante
17332,719,Comissário Chefe
16401,438,Comandante
16401,170,Comissário Chefe
15304,64,Comandante
15304,79,Comissário Chefe
549,172,Comandante
549,429,Comissário Chefe
5114,92,Comandante
5114,679,Comissário Chefe
1539,273,Comandante
1539,18,Comissário Chefe
3468,188,Comandante
3468,519,Comissário Chefe
15047,199,Comandante
15047,106,Comissário Chefe
10408,748,Comandante
10408,74,Comissário Chefe
5928,310,Comandante
5928,498,Comissário Chefe
6199,180,Comandante
6199,621,Comissário Chefe
11468,273,Comandante
11468,488,Comissário Chefe
8104,515,Comandante
8104,694,Comissário Chefe
15938,32,Comandante
15938,569,Comissário Chefe
8040,475,Comandante
8040,485,Comissário Chefe
7824,157,Comandante
7824,187,Comissário Chefe
6404,50,Comandante
6404,632,Comissário Chefe
11261,216,Comandante
11261,531,Comissário Chefe
15250,64,Comandante
15250,372,Comissário Chefe
17466,670,Comandante
17466,524,Comissário Chefe
15363,32,Comandante
15363,732,Comissário Chefe
4664,677,Comandante
4664,685,Comissário Chefe
8259,468,Comandante
8259,56,Comissário Chefe
1518,557,Comandante
1518,795,Comissário Chefe
8873,180,Comandante
8873,74,Comissário Chefe
2037,764,Comandante
2037,633,Comissário Chefe
3479,743,Comandante
3479,255,Comissário Chefe
13146,216,Comandante
13146,239,Comissário Chefe
5149,377,Comandante
5149,574,Comissário Chefe
11315,186,Comandante
11315,356,Comissário Chefe
16898,299,Comandante
16898,344,Comissário Chefe
13789,430,Comandante
13789,361,Comissário Chefe
5678,77,Comandante
5678,209,Comissário Chefe
14557,515,Comandante
14557,44,Comissário Chefe
15736,397,Comandante
15736,511,Comissário Chefe
5779,663,Comandante
5779,47,Comissário Chefe
12823,269,Comandante
12823,621,Comissário Chefe
9764,458,Comandante
9764,488,Comissário Chefe
7068,657,Comandante
7068,260,Comissário Chefe
15615,237,Comandante
15615,233,Comissário Chefe
2198,68,Comandante
2198,309,Comissário Chefe
1882,145,Comandante
1882,383,Comissário Chefe
5702,153,Comandante
5702,487,Comissário Chefe
7119,677,Comandante
7119,348,Comissário Chefe
996,362,Comandante
996,512,Comissário Chefe
14615,591,Comandante
14615,48,Comissário Chefe
4016,438,Comandante
4016,361,Comissário Chefe
16820,297,Comandante
16820,27,Comissário Chefe
4814,755,Comandante
4814,554,Comissário Chefe
12883,629,Comandante
12883,403,Comissário Chefe
17164,755,Comandante
17164,651,Comissário Chefe
12444,474,Comandante
12444,628,Comissário Chefe
9127,149,Comandante
9127,209,Comissário Chefe
16870,646,Comandante
16870,624,Comissário Chefe
2718,543,Comandante
2718,308,Comissário Chefe
4004,580,Comandante
4004,443,Comissário Chefe
3587,765,Comandante
3587,662,Comissário Chefe
1594,663,Comandante
1594,16,Comissário Chefe
13079,272,Comandante
13079,243,Comissário Chefe
9254,52,Comandante
9254,241,Comissário Chefe
919,457,Comandante
919,800,Comissário Chefe
8691,708,Comandante
8691,65,Comissário Chefe
9547,232,Comandante
9547,542,Comissário Chefe
6911,188,Comandante
6911,599,Comissário Chefe
14846,275,Comandante
14846,621,Comissário Chefe
11940,664,Comandante
11940,425,Comissário Chefe
17774,3,Comandante
17774,781,Comissário Chefe
15747,321,Comandante
15747,603,Comissário Chefe
12177,416,Comandante
12177,14,Comissário Chefe
12452,786,Comandante
12452,347,Comissário Chefe
10495,387,Comandante
10495,170,Comissário Chefe
7360,232,Comandante
7360,425,Comissário Chefe
10573,708,Comandante
10573,460,Comissário Chefe
2204,52,Comandante
2204,385,Comissário Chefe
2948,534,Comandante
2948,98,Comissário Chefe
5137,328,Comandante
5137,170,Comissário Chefe
10958,149,Comandante
10958,544,Comissário Chefe
17452,468,Comandante
17452,130,Comissário Chefe
16493,436,Comandante
16493,245,Comissário Chefe
14089,538,Comandante
14089,381,Comissário Chefe
1719,505,Comandante
1719,390,Comissário Chefe
13777,475,Comandante
13777,527,Comissário Chefe
15484,438,Comandante
15484,37,Comissário Chefe
7146,578,Comandante
7146,282,Comissário Chefe
17644,436,Comandante
17644,316,Comissário Chefe
14173,474,Comandante
14173,316,Comissário Chefe
8877,516,Comandante
8877,693,Comissário Chefe
6352,50,Comandante
6352,242,Comissário Chefe
7118,311,Comandante
7118,697,Comissário Chefe
11609,750,Comandante
11609,795,Comissário Chefe
2058,718,Comandante
2058,230,Comissário Chefe
9702,145,Comandante
9702,551,Comissário Chefe
10965,664,Comandante
10965,250,Comissário Chefe
16316,252,Comandante
16316,147,Comissário Chefe
12387,472,Comandante
12387,692,Comissário Chefe
596,610,Comandante
596,738,Comissário Chefe
5420,430,Comandante
5420,551,Comissário Chefe
394,161,Comandante
394,239,Comissário Chefe
11503,525,Comandante
11503,758,Comissário Chefe
1548,438,Comandante
1548,296,Comissário Chefe
6718,180,Comandante
6718,339,Comissário Chefe
94,32,Comandante
94,572,Comissário Chefe
10550,197,Comandante
10550,736,Comissário Chefe
4062,63,Comandante
4062,74,Comissário Chefe
14624,281,Comandante
14624,551,Comissário Chefe
14899,557,Comandante
14899,21,Comissário Chefe
10078,525,Comandante
10078,348,Comissário Chefe
11440,536,Comandante
11440,21,Comissário Chefe
6709,629,Comandante
6709,599,Comissário Chefe
8399,430,Comandante
8399,633,Comissário Chefe
1355,263,Comandante
1355,518,Comissário Chefe
2817,84,Comandante
2817,530,Comissário Chefe
9916,30,Comandante
9916,82,Comissário Chefe
14942,312,Comandante
14942,367,Comissário Chefe
8499,765,Comandante
8499,355,Comissário Chefe
6933,178,Comandante
6933,331,Comissário Chefe
5727,699,Comandante
5727,217,Comissário Chefe
1844,490,Comandante
1844,339,Comissário Chefe
12360,142,Comandante
12360,59,Comissário Chefe
8467,321,Comandante
8467,73,Comissário Chefe
268,302,Comandante
268,359,Comissário Chefe
8257,149,Comandante
8257,44,Comissário Chefe
16094,6,Comandante
16094,296,Comissário Chefe
14440,409,Comandante
14440,464,Comissário Chefe
10469,677,Comandante
10469,195,Comissário Chefe
4163,77,Comandante
4163,264,Comissário Chefe
11624,68,Comandante
11624,779,Comissário Chefe
14104,691,Comandante
14104,761,Comissário Chefe
4829,327,Comandante
4829,606,Comissário Chefe
8448,99,Comandante
8448,308,Comissário Chefe
6940,578,Comandante
6940,388,Comissário Chefe
455,582,Comandante
455,128,Comissário Chefe
11945,140,Comandante
11945,65,Comissário Chefe
1124,718,Comandante
1124,131,Comissário Chefe
11284,748,Comandante
11284,738,Comissário Chefe
16031,272,Comandante
16031,170,Comissário Chefe
313,199,Comandante
313,462,Comissário Chefe
756,269,Comandante
756,451,Comissário Chefe
11981,541,Comandante
11981,434,Comissário Chefe
10389,557,Comandante
10389,319,Comissário Chefe
6052,366,Comandante
6052,132,Comissário Chefe
6523,212,Comandante
6523,213,Comissário Chefe
3015,52,Comandante
3015,781,Comissário Chefe
792,252,Comandante
792,47,Comissário Chefe
5055,549,Comandante
5055,309,Comissário Chefe
11422,269,Comandante
11422,442,Comissário Chefe
16789,310,Comandante
16789,65,Comissário Chefe
1474,475,Comandante
1474,314,Comissário Chefe
9467,397,Comandante
9467,260,Comissário Chefe
10740,457,Comandante
10740,499,Comissário Chefe
11562,664,Comandante
11562,371,Comissário Chefe
5531,237,Comandante
5531,57,Comissário Chefe
2043,677,Comandante
2043,628,Comissário Chefe
10719,310,Comandante
10719,638,Comissário Chefe
9249,384,Comandante
9249,419,Comissário Chefe
1879,515,Comandante
1879,97,Comissário Chefe
15654,701,Comandante
15654,415,Comissário Chefe
3855,237,Comandante
3855,331,Comissário Chefe
4944,273,Comandante
4944,59,Comissário Chefe
15255,197,Comandante
15255,461,Comissário Chefe
14426,311,Comandante
14426,193,Comissário Chefe
7960,77,Comandante
7960,410,Comissário Chefe
479,457,Comandante
479,385,Comissário Chefe
17357,394,Comandante
17357,737,Comissário Chefe
9375,616,Comandante
9375,719,Comissário Chefe
15448,552,Comandante
15448,319,Comissário Chefe
3490,153,Comandante
3490,512,Comissário Chefe
12370,654,Comandante
12370,435,Comissário Chefe
11735,491,Comandante
11735,514,Comissário Chefe
11143,52,Comandante
11143,512,Comissário Chefe
15052,714,Comandante
15052,434,Comissário Chefe
2348,657,Comandante
2348,382,Comissário Chefe
14481,765,Comandante
14481,471,Comissário Chefe
7397,362,Comandante
7397,37,Comissário Chefe
3564,182,Comandante
3564,732,Comissário Chefe
8708,557,Comandante
8708,711,Comissário Chefe
5279,149,Comandante
5279,305,Comissário Chefe
9593,64,Comandante
9593,329,Comissário Chefe
14486,712,Comandante
14486,680,Comissário Chefe
1286,658,Comandante
1286,459,Comissário Chefe
1966,237,Comandante
1966,381,Comissário Chefe
5635,766,Comandante
5635,131,Comissário Chefe
12227,272,Comandante
12227,196,Comissário Chefe
1251,161,Comandante
1251,476,Comissário Chefe
13695,657,Comandante
13695,106,Comissário Chefe
1652,580,Comandante
1652,570,Comissário Chefe
10431,557,Comandante
10431,342,Comissário Chefe
10937,142,Comandante
10937,406,Comissário Chefe
17279,394,Comandante
17279,425,Comissário Chefe
1025,181,Comandante
1025,365,Comissário Chefe
17548,668,Comandante
17548,781,Comissário Chefe
1482,601,Comandante
1482,792,Comissário Chefe
5949,691,Comandante
5949,255,Comissário Chefe
631,610,Comandante
631,390,Comissário Chefe
6042,538,Comandante
6042,241,Comissário Chefe
16757,681,Comandante
16757,73,Comissário Chefe
14742,439,Comandante
14742,696,Comissário Chefe
15482,701,Comandante
15482,338,Comissário Chefe
216,619,Comandante
216,98,Comissário Chefe
17031,2,Comandante
17031,129,Comissário Chefe
15021,416,Comandante
15021,479,Comissário Chefe
12230,522,Comandante
12230,101,Comissário Chefe
11070,505,Comandante
11070,76,Comissário Chefe
7992,708,Comandante
7992,737,Comissário Chefe
12198,610,Comandante
12198,781,Comissário Chefe
13491,664,Comandante
13491,238,Comissário Chefe
3756,664,Comandante
3756,243,Comissário Chefe
12898,77,Comandante
12898,425,Comissário Chefe
7095,541,Comandante
7095,93,Comissário Chefe
2495,142,Comandante
2495,675,Comissário Chefe
13472,254,Comandante
13472,73,Comissário Chefe
3895,718,Comandante
3895,71,Comissário Chefe
15000,413,Comandante
15000,16,Comissário Chefe
3836,743,Comandante
3836,499,Comissário Chefe
3541,549,Comandante
3541,131,Comissário Chefe
17106,153,Comandante
17106,736,Comissário Chefe
11521,362,Comandante
11521,735,Comissário Chefe
12037,263,Comandante
12037,403,Comissário Chefe
1782,525,Comandante
1782,196,Comissário Chefe
6570,436,Comandante
6570,40,Comissário Chefe
3524,321,Comandante
3524,388,Comissário Chefe
8035,750,Comandante
8035,316,Comissário Chefe
9240,265,Comandante
9240,367,Comissário Chefe
1438,273,Comandante
1438,89,Comissário Chefe
1498,699,Comandante
1498,128,Comissário Chefe
9969,232,Comandante
9969,294,Comissário Chefe
2764,413,Comandante
2764,773,Comissário Chefe
5505,430,Comandante
5505,369,Comissário Chefe
1031,701,Comandante
1031,160,Comissário Chefe
9785,68,Comandante
9785,539,Comissário Chefe
9875,521,Comandante
9875,183,Comissário Chefe
13405,424,Comandante
13405,21,Comissário Chefe
17214,265,Comandante
17214,298,Comissário Chefe
1743,626,Comandante
1743,338,Comissário Chefe
3917,247,Comandante
3917,697,Comissário Chefe
17343,275,Comandante
17343,459,Comissário Chefe
14995,594,Comandante
14995,128,Comissário Chefe
3453,786,Comandante
3453,131,Comissário Chefe
5499,289,Comandante
5499,700,Comissário Chefe
14979,263,Comandante
14979,476,Comissário Chefe
13823,526,Comandante
13823,497,Comissário Chefe
14449,681,Comandante
14449,241,Comissário Chefe
5068,312,Comandante
5068,65,Comissário Chefe
13626,333,Comandante
13626,354,Comissário Chefe
3811,778,Comandante
3811,565,Comissário Chefe
11354,55,Comandante
11354,240,Comissário Chefe
8070,712,Comandante
8070,48,Comissário Chefe
7756,191,Comandante
7756,447,Comissário Chefe
16197,766,Comandante
16197,454,Comissário Chefe
8737,568,Comandante
8737,763,Comissário Chefe
11115,681,Comandante
11115,335,Comissário Chefe
7318,605,Comandante
7318,633,Comissário Chefe
15401,99,Comandante
15401,482,Comissário Chefe
11861,311,Comandante
11861,671,Comissário Chefe
13677,153,Comandante
13677,637,Comissário Chefe
406,743,Comandante
406,574,Comissário Chefe
16723,289,Comandante
16723,574,Comissário Chefe
7806,766,Comandante
7806,369,Comissário Chefe
1859,163,Comandante
1859,347,Comissário Chefe
10987,30,Comandante
10987,250,Comissário Chefe
4833,413,Comandante
4833,711,Comissário Chefe
10066,586,Comandante
10066,235,Comissário Chefe
17060,568,Comandante
17060,620,Comissário Chefe
15771,384,Comandante
15771,459,Comissário Chefe
17251,409,Comandante
17251,719,Comissário Chefe
4149,534,Comandante
4149,187,Comissário Chefe
798,424,Comandante
798,579,Comissário Chefe
3072,522,Comandante
3072,403,Comissário Chefe
17869,299,Comandante
17869,93,Comissário Chefe
5054,2,Comandante
5054,509,Comissário Chefe
7688,186,Comandante
7688,219,Comissário Chefe
12202,188,Comandante
12202,485,Comissário Chefe
12688,153,Comandante
12688,304,Comissário Chefe
17309,424,Comandante
17309,692,Comissário Chefe
4725,664,Comandante
4725,160,Comissário Chefe
17635,53,Comandante
17635,322,Comissário Chefe
9833,269,Comandante
9833,772,Comissário Chefe
1733,616,Comandante
1733,696,Comissário Chefe
16436,766,Comandante
16436,407,Comissário Chefe
12413,109,Comandante
12413,486,Comissário Chefe
1888,274,Comandante
1888,298,Comissário Chefe
7004,610,Comandante
7004,359,Comissário Chefe
16415,84,Comandante
16415,369,Comissário Chefe
9148,145,Comandante
9148,508,Comissário Chefe
8159,178,Comandante
8159,444,Comissário Chefe
15949,526,Comandante
15949,343,Comissário Chefe
2622,281,Comandante
2622,433,Comissário Chefe
15450,11,Comandante
15450,248,Comissário Chefe
8760,765,Comandante
8760,628,Comissário Chefe
11640,281,Comandante
11640,720,Comissário Chefe
15844,263,Comandante
15844,112,Comissário Chefe
11472,315,Comandante
11472,461,Comissário Chefe
14723,11,Comandante
14723,483,Comissário Chefe
4967,297,Comandante
4967,703,Comissário Chefe
8010,714,Comandante
8010,796,Comissário Chefe
11178,526,Comandante
11178,9,Comissário Chefe
12984,273,Comandante
12984,143,Comissário Chefe
6740,580,Comandante
6740,449,Comissário Chefe
7312,157,Comandante
7312,567,Comissário Chefe
13377,457,Comandante
13377,531,Comissário Chefe
1098,268,Comandante
1098,482,Comissário Chefe
11343,557,Comandante
11343,392,Comissário Chefe
4701,163,Comandante
4701,62,Comissário Chefe
16,468,Comandante
16,343,Comissário Chefe
9940,619,Comandante
9940,761,Comissário Chefe
5375,268,Comandante
5375,294,Comissário Chefe
10097,53,Comandante
10097,675,Comissário Chefe
4521,237,Comandante
4521,209,Comissário Chefe
8250,681,Comandante
8250,444,Comissário Chefe
11408,712,Comandante
11408,255,Comissário Chefe
17620,533,Comandante
17620,296,Comissário Chefe
2889,611,Comandante
2889,80,Comissário Chefe
1891,377,Comandante
1891,74,Comissário Chefe
3273,393,Comandante
3273,266,Comissário Chefe
11530,778,Comandante
11530,779,Comissário Chefe
4624,712,Comandante
4624,676,Comissário Chefe
6266,658,Comandante
6266,385,Comissário Chefe
1624,109,Comandante
1624,170,Comissário Chefe
9284,153,Comandante
9284,403,Comissário Chefe
10652,475,Comandante
10652,316,Comissário Chefe
8935,677,Comandante
8935,18,Comissário Chefe
15548,84,Comandante
15548,56,Comissário Chefe
2341,197,Comandante
2341,266,Comissário Chefe
9809,614,Comandante
9809,481,Comissário Chefe
3596,105,Comandante
3596,371,Comissário Chefe
2763,148,Comandante
2763,245,Comissário Chefe
17396,157,Comandante
17396,569,Comissário Chefe
14729,144,Comandante
14729,348,Comissário Chefe
12405,610,Comandante
12405,628,Comissário Chefe
15164,315,Comandante
15164,620,Comissário Chefe
7136,216,Comandante
7136,598,Comissário Chefe
4495,507,Comandante
4495,255,Comissário Chefe
2783,409,Comandante
2783,700,Comissário Chefe
13616,142,Comandante
13616,476,Comissário Chefe
11962,432,Comandante
11962,152,Comissário Chefe
17160,436,Comandante
17160,76,Comissário Chefe
17825,432,Comandante
17825,196,Comissário Chefe
11071,312,Comandante
11071,238,Comissário Chefe
10781,393,Comandante
10781,160,Comissário Chefe
15025,601,Comandante
15025,184,Comissário Chefe
8075,616,Comandante
8075,781,Comissário Chefe
9921,646,Comandante
9921,250,Comissário Chefe
11703,436,Comandante
11703,48,Comissário Chefe
6979,557,Comandante
6979,576,Comissário Chefe
2740,778,Comandante
2740,183,Comissário Chefe
5046,53,Comandante
5046,410,Comissário Chefe
3375,475,Comandante
3375,385,Comissário Chefe
8644,387,Comandante
8644,12,Comissário Chefe
9871,617,Comandante
9871,531,Comissário Chefe
13976,216,Comandante
13976,365,Comissário Chefe
15607,175,Comandante
15607,447,Comissário Chefe
14069,748,Comandante
14069,454,Comissário Chefe
582,175,Comandante
582,488,Comissário Chefe
17155,328,Comandante
17155,371,Comissário Chefe
11511,743,Comandante
11511,219,Comissário Chefe
8859,681,Comandante
8859,738,Comissário Chefe
4431,161,Comandante
4431,539,Comissário Chefe
13183,627,Comandante
13183,735,Comissário Chefe
5481,439,Comandante
5481,551,Comissário Chefe
3160,366,Comandante
3160,560,Comissário Chefe
5470,393,Comandante
5470,728,Comissário Chefe
13509,610,Comandante
13509,309,Comissário Chefe
14277,627,Comandante
14277,478,Comissário Chefe
17345,627,Comandante
17345,12,Comissário Chefe
13250,718,Comandante
13250,481,Comissário Chefe
2248,142,Comandante
2248,544,Comissário Chefe
3667,538,Comandante
3667,16,Comissário Chefe
4421,2,Comandante
4421,195,Comissário Chefe
14260,52,Comandante
14260,107,Comissário Chefe
11888,77,Comandante
11888,316,Comissário Chefe
12675,534,Comandante
12675,685,Comissário Chefe
1083,92,Comandante
1083,344,Comissário Chefe
1247,708,Comandante
1247,511,Comissário Chefe
7638,145,Comandante
7638,238,Comissário Chefe
1976,87,Comandante
1976,242,Comissário Chefe
4692,646,Comandante
4692,796,Comissário Chefe
2833,557,Comandante
2833,435,Comissário Chefe
11587,55,Comandante
11587,9,Comissário Chefe
16007,237,Comandante
16007,27,Comissário Chefe
108,436,Comandante
108,519,Comissário Chefe
15725,68,Comandante
15725,27,Comissário Chefe
1532,13,Comandante
1532,487,Comissário Chefe
9696,87,Comandante
9696,103,Comissário Chefe
15634,718,Comandante
15634,499,Comissário Chefe
7028,424,Comandante
7028,59,Comissário Chefe
3790,199,Comandante
3790,719,Comissário Chefe
15967,568,Comandante
15967,425,Comissário Chefe
12497,6,Comandante
12497,156,Comissário Chefe
2245,472,Comandante
2245,479,Comissário Chefe
4508,474,Comandante
4508,693,Comissário Chefe
4179,594,Comandante
4179,603,Comissário Chefe
6973,149,Comandante
6973,102,Comissário Chefe
287,439,Comandante
287,354,Comissário Chefe
2202,92,Comandante
2202,363,Comissário Chefe
17101,764,Comandante
17101,736,Comissário Chefe
1715,268,Comandante
1715,371,Comissário Chefe
6930,182,Comandante
6930,348,Comissário Chefe
17786,778,Comandante
17786,313,Comissário Chefe
7237,145,Comandante
7237,606,Comissário Chefe
12685,178,Comandante
12685,745,Comissário Chefe
16088,111,Comandante
16088,385,Comissário Chefe
12633,646,Comandante
12633,36,Comissário Chefe
2618,659,Comandante
2618,117,Comissário Chefe
16593,714,Comandante
16593,392,Comissário Chefe
11066,616,Comandante
11066,650,Comissário Chefe
2275,629,Comandante
2275,411,Comissário Chefe
1266,446,Comandante
1266,17,Comissário Chefe
11917,268,Comandante
11917,742,Comissário Chefe
14606,2,Comandante
14606,168,Comissário Chefe
12088,299,Comandante
12088,195,Comissário Chefe
9840,197,Comandante
9840,671,Comissário Chefe
5642,157,Comandante
5642,355,Comissário Chefe
5769,280,Comandante
5769,511,Comissário Chefe
11418,786,Comandante
11418,758,Comissário Chefe
3298,30,Comandante
3298,347,Comissário Chefe
2741,474,Comandante
2741,243,Comissário Chefe
8351,594,Comandante
8351,443,Comissário Chefe
12168,601,Comandante
12168,719,Comissário Chefe
1989,280,Comandante
1989,697,Comissário Chefe
12472,272,Comandante
12472,342,Comissário Chefe
5357,232,Comandante
5357,317,Comissário Chefe
4839,409,Comandante
4839,59,Comissário Chefe
8886,252,Comandante
8886,391,Comissário Chefe
12028,515,Comandante
12028,514,Comissário Chefe
13984,163,Comandante
13984,406,Comissário Chefe
17085,111,Comandante
17085,512,Comissário Chefe
266,522,Comandante
266,16,Comissário Chefe
7370,543,Comandante
7370,245,Comissário Chefe
2042,670,Comandante
2042,74,Comissário Chefe
13516,178,Comandante
13516,467,Comissário Chefe
8349,362,Comandante
8349,727,Comissário Chefe
15460,515,Comandante
15460,444,Comissário Chefe
6420,2,Comandante
6420,130,Comissário Chefe
12019,145,Comandante
12019,754,Comissário Chefe
11536,377,Comandante
11536,650,Comissário Chefe
1455,182,Comandante
1455,598,Comissário Chefe
13755,521,Comandante
13755,492,Comissário Chefe
6505,712,Comandante
6505,411,Comissário Chefe
2930,468,Comandante
2930,151,Comissário Chefe
7868,534,Comandante
7868,128,Comissário Chefe
9522,714,Comandante
9522,282,Comissário Chefe
17394,594,Comandante
17394,697,Comissário Chefe
13604,237,Comandante
13604,128,Comissário Chefe
12468,77,Comandante
12468,527,Comissário Chefe
2480,491,Comandante
2480,467,Comissário Chefe
5661,629,Comandante
5661,112,Comissário Chefe
14049,627,Comandante
14049,235,Comissário Chefe
3838,505,Comandante
3838,343,Comissário Chefe
10190,541,Comandante
10190,596,Comissário Chefe
1350,438,Comandante
1350,229,Comissário Chefe
14586,657,Comandante
14586,717,Comissário Chefe
10858,616,Comandante
10858,379,Comissário Chefe
12016,172,Comandante
12016,240,Comissário Chefe
5392,178,Comandante
5392,130,Comissário Chefe
16772,701,Comandante
16772,502,Comissário Chefe
15442,362,Comandante
15442,359,Comissário Chefe
14136,663,Comandante
14136,392,Comissário Chefe
12069,64,Comandante
12069,671,Comissário Chefe
11989,393,Comandante
11989,685,Comissário Chefe
3944,92,Comandante
3944,598,Comissário Chefe
1287,538,Comandante
1287,106,Comissário Chefe
5905,601,Comandante
5905,241,Comissário Chefe
16841,161,Comandante
16841,128,Comissário Chefe
7685,616,Comandante
7685,322,Comissário Chefe
8666,580,Comandante
8666,497,Comissário Chefe
17254,664,Comandante
17254,294,Comissário Chefe
7971,178,Comandante
7971,697,Comissário Chefe
102,616,Comandante
102,206,Comissário Chefe
4910,269,Comandante
4910,462,Comissário Chefe
10373,366,Comandante
10373,101,Comissário Chefe
16037,3,Comandante
16037,518,Comissário Chefe
15560,384,Comandante
15560,797,Comissário Chefe
4981,668,Comandante
4981,282,Comissário Chefe
1970,77,Comandante
1970,296,Comissário Chefe
13057,3,Comandante
13057,730,Comissário Chefe
13029,345,Comandante
13029,574,Comissário Chefe
6970,712,Comandante
6970,615,Comissário Chefe
17353,109,Comandante
17353,441,Comissário Chefe
9160,77,Comandante
9160,544,Comissário Chefe
13374,84,Comandante
13374,544,Comissário Chefe
8623,397,Comandante
8623,196,Comissário Chefe
16081,616,Comandante
16081,551,Comissário Chefe
17142,699,Comandante
17142,154,Comissário Chefe
5215,6,Comandante
5215,479,Comissário Chefe
12012,265,Comandante
12012,638,Comissário Chefe
11877,312,Comandante
11877,485,Comissário Chefe
197,601,Comandante
197,624,Comissário Chefe
8780,457,Comandante
8780,101,Comissário Chefe
8243,507,Comandante
8243,785,Comissário Chefe
1802,366,Comandante
1802,246,Comissário Chefe
6105,252,Comandante
6105,624,Comissário Chefe
16964,416,Comandante
16964,56,Comissário Chefe
2852,77,Comandante
2852,76,Comissário Chefe
12838,468,Comandante
12838,18,Comissário Chefe
7025,158,Comandante
7025,425,Comissário Chefe
5559,507,Comandante
5559,419,Comissário Chefe
8466,55,Comandante
8466,361,Comissário Chefe
10729,52,Comandante
10729,467,Comissário Chefe
4591,533,Comandante
4591,206,Comissário Chefe
2594,188,Comandante
2594,130,Comissário Chefe
10313,424,Comandante
10313,152,Comissário Chefe
11950,212,Comandante
11950,388,Comissário Chefe
5508,457,Comandante
